Company Name,Exchange,Ticker,Industry,Country,Broad Group,Sub Group,Sector,Sector_code
JPMorgan Chase & Co. ,NYSE,JPM,Bank (Money Center),United States,United States,United States,Financials,40
U.S. Bancorp ,NYSE,USB,Bank (Money Center),United States,United States,United States,Financials,40
Wells Fargo & Company ,NYSE,WFC,Bank (Money Center),United States,United States,United States,Financials,40
1st Capital Bancorp ,OTCPK,FISB,Banks (Regional),United States,United States,United States,Financials,40
"1st Colonial Bancorp, Inc. ",OTCPK,FCOB,Banks (Regional),United States,United States,United States,Financials,40
1st Constitution Bancorp ,NasdaqGM,FCCY,Banks (Regional),United States,United States,United States,Financials,40
1st Source Corporation ,NasdaqGS,SRCE,Banks (Regional),United States,United States,United States,Financials,40
AB&T Financial Corp. ,OTCPK,ABTO,Banks (Regional),United States,United States,United States,Financials,40
Absecon Bancorp ,OTCPK,ASCN,Banks (Regional),United States,United States,United States,Financials,40
ACNB Corporation ,NasdaqCM,ACNB,Banks (Regional),United States,United States,United States,Financials,40
Albina Community Bancorp ,OTCPK,ACBC.Q,Banks (Regional),United States,United States,United States,Financials,40
"Allegiance Bancshares, Inc. ",NasdaqGM,ABTX,Banks (Regional),United States,United States,United States,Financials,40
Allied First Bancorp Inc. ,OTCPK,AFBA,Banks (Regional),United States,United States,United States,Financials,40
Alpine Banks of Colorado ,OTCPK,ALPI.B,Banks (Regional),United States,United States,United States,Financials,40
Altabancorp ,NasdaqCM,ALTA,Banks (Regional),United States,United States,United States,Financials,40
Amalgamated Bank ,NasdaqGM,AMAL,Banks (Regional),United States,United States,United States,Financials,40
AMB Financial Corp. ,OTCPK,AMFC,Banks (Regional),United States,United States,United States,Financials,40
Amerant Bancorp Inc. ,NasdaqGS,AMTB,Banks (Regional),United States,United States,United States,Financials,40
American Bank Incorporated ,OTCPK,AMBK,Banks (Regional),United States,United States,United States,Financials,40
American Business Bank ,OTCPK,AMBZ,Banks (Regional),United States,United States,United States,Financials,40
American National Bankshares Inc. ,NasdaqGS,AMNB,Banks (Regional),United States,United States,United States,Financials,40
American River Bankshares ,NasdaqGS,AMRB,Banks (Regional),United States,United States,United States,Financials,40
American Riviera Bank ,OTCPK,ARBV,Banks (Regional),United States,United States,United States,Financials,40
Ameris Bancorp ,NasdaqGS,ABCB,Banks (Regional),United States,United States,United States,Financials,40
"AmeriServ Financial, Inc. ",NasdaqGM,ASRV,Banks (Regional),United States,United States,United States,Financials,40
Ames National Corporation ,NasdaqCM,ATLO,Banks (Regional),United States,United States,United States,Financials,40
"Aquesta Financial Holdings, Inc. ",OTCPK,AQFH,Banks (Regional),United States,United States,United States,Financials,40
Arrow Financial Corporation ,NasdaqGS,AROW,Banks (Regional),United States,United States,United States,Financials,40
Associated Banc-Corp ,NYSE,ASB,Banks (Regional),United States,United States,United States,Financials,40
"Atlantic Capital Bancshares, Inc. ",NasdaqGS,ACBI,Banks (Regional),United States,United States,United States,Financials,40
Atlantic Union Bankshares Corporation ,NasdaqGS,AUB,Banks (Regional),United States,United States,United States,Financials,40
"Auburn National Bancorporation, Inc. ",NasdaqGM,AUBN,Banks (Regional),United States,United States,United States,Financials,40
"Avidbank Holdings, Inc. ",OTCPK,AVBH,Banks (Regional),United States,United States,United States,Financials,40
"Ballston Spa Bancorp, Inc. ",OTCPK,BSPA,Banks (Regional),United States,United States,United States,Financials,40
"Banc of California, Inc. ",NYSE,BANC,Banks (Regional),United States,United States,United States,Financials,40
"Banc of California, Inc. ",NYSE,BANC,Banks (Regional),United States,United States,United States,Financials,40
BancFirst Corporation ,NasdaqGS,BANF,Banks (Regional),United States,United States,United States,Financials,40
BancorpSouth Bank ,NYSE,BXS,Banks (Regional),United States,United States,United States,Financials,40
Bank First Corporation ,NasdaqCM,BFC,Banks (Regional),United States,United States,United States,Financials,40
Bank of Botetourt ,OTCPK,BORT,Banks (Regional),United States,United States,United States,Financials,40
Bank of Commerce Holdings ,NasdaqGM,BOCH,Banks (Regional),United States,United States,United States,Financials,40
Bank of Hawaii Corporation ,NYSE,BOH,Banks (Regional),United States,United States,United States,Financials,40
Bank of Idaho Holding Company ,OTCPK,BOID,Banks (Regional),United States,United States,United States,Financials,40
Bank of Marin Bancorp ,NasdaqCM,BMRC,Banks (Regional),United States,United States,United States,Financials,40
Bank of San Francisco ,OTCPK,BSFO,Banks (Regional),United States,United States,United States,Financials,40
Bank of Santa Clarita ,OTCPK,BSCA,Banks (Regional),United States,United States,United States,Financials,40
Bank of South Carolina Corporation ,NasdaqCM,BKSC,Banks (Regional),United States,United States,United States,Financials,40
"Bank of the James Financial Group, Inc. ",NasdaqCM,BOTJ,Banks (Regional),United States,United States,United States,Financials,40
Bank OZK ,NasdaqGS,OZK,Banks (Regional),United States,United States,United States,Financials,40
Bank7 Corp. ,NasdaqGS,BSVN,Banks (Regional),United States,United States,United States,Financials,40
BankFinancial Corporation ,NasdaqGS,BFIN,Banks (Regional),United States,United States,United States,Financials,40
BankFirst Capital Corporation ,OTCPK,BFCC,Banks (Regional),United States,United States,United States,Financials,40
"BankUnited, Inc. ",NYSE,BKU,Banks (Regional),United States,United States,United States,Financials,40
"Bankwell Financial Group, Inc. ",NasdaqGM,BWFG,Banks (Regional),United States,United States,United States,Financials,40
Banner Corporation ,NasdaqGS,BANR,Banks (Regional),United States,United States,United States,Financials,40
Bar Harbor Bankshares ,AMEX,BHB,Banks (Regional),United States,United States,United States,Financials,40
"Bay Banks of Virginia, Inc. ",OTCPK,BAYK,Banks (Regional),United States,United States,United States,Financials,40
Bay Community Bancorp ,OTCPK,CBOB.A,Banks (Regional),United States,United States,United States,Financials,40
BayCom Corp ,NasdaqGS,BCML,Banks (Regional),United States,United States,United States,Financials,40
"BCB Bancorp, Inc. ",NasdaqGM,BCBP,Banks (Regional),United States,United States,United States,Financials,40
"Beach Community Bancshares, Inc. ",OTCPK,BCBF,Banks (Regional),United States,United States,United States,Financials,40
"Benchmark Bankshares, Inc. ",OTCPK,BMBN,Banks (Regional),United States,United States,United States,Financials,40
Berkshire Bancorp Inc. ,OTCPK,BERK,Banks (Regional),United States,United States,United States,Financials,40
"Berkshire Hills Bancorp, Inc. ",NYSE,BHLB,Banks (Regional),United States,United States,United States,Financials,40
Beverly Hills Bancorp Inc. ,OTCPK,BHBC.Q,Banks (Regional),United States,United States,United States,Financials,40
"Blackhawk Bancorp, Inc. ",OTCPK,BHWB,Banks (Regional),United States,United States,United States,Financials,40
"Blue Ridge Bankshares, Inc. ",AMEX,BRBS,Banks (Regional),United States,United States,United States,Financials,40
blueharbor bank ,OTCPK,BLHK,Banks (Regional),United States,United States,United States,Financials,40
"BNCCORP, Inc. ",OTCPK,BNCC,Banks (Regional),United States,United States,United States,Financials,40
BOK Financial Corporation ,NasdaqGS,BOKF,Banks (Regional),United States,United States,United States,Financials,40
BOL Bancshares Inc. ,OTCPK,BOLB,Banks (Regional),United States,United States,United States,Financials,40
"Boston Private Financial Holdings, Inc. ",NasdaqGS,BPFH,Banks (Regional),United States,United States,United States,Financials,40
"Bridge Bancorp, Inc. ",NasdaqGS,BDGE,Banks (Regional),United States,United States,United States,Financials,40
"Brookline Bancorp, Inc. ",NasdaqGS,BRKL,Banks (Regional),United States,United States,United States,Financials,40
Brunswick Bancorp ,OTCPK,BRBW,Banks (Regional),United States,United States,United States,Financials,40
Bryn Mawr Bank Corporation ,NasdaqGS,BMTC,Banks (Regional),United States,United States,United States,Financials,40
Burke & Herbert Bank & Trust Company ,OTCPK,BHRB,Banks (Regional),United States,United States,United States,Financials,40
"Business First Bancshares, Inc. ",NasdaqGS,BFST,Banks (Regional),United States,United States,United States,Financials,40
"Byline Bancorp, Inc. ",NYSE,BY,Banks (Regional),United States,United States,United States,Financials,40
C&F Financial Corporation ,NasdaqGS,CFFI,Banks (Regional),United States,United States,United States,Financials,40
Cadence Bancorporation ,NYSE,CADE,Banks (Regional),United States,United States,United States,Financials,40
California BanCorp ,NasdaqGS,CALB,Banks (Regional),United States,United States,United States,Financials,40
California Business Bank ,OTCPK,CABB,Banks (Regional),United States,United States,United States,Financials,40
California First National Bancorp ,OTCPK,CFNB,Banks (Regional),United States,United States,United States,Financials,40
"California International Bank, N.A. ",OTCPK,CAIB,Banks (Regional),United States,United States,United States,Financials,40
"Calvin B. Taylor Bankshares, Inc. ",OTCPK,TYCB,Banks (Regional),United States,United States,United States,Financials,40
Cambridge Bancorp ,NasdaqCM,CATC,Banks (Regional),United States,United States,United States,Financials,40
Camden National Corporation ,NasdaqGS,CAC,Banks (Regional),United States,United States,United States,Financials,40
Canandaigua National Corporation ,OTCPK,CNND,Banks (Regional),United States,United States,United States,Financials,40
"Capital Bancorp, Inc. ",NasdaqGS,CBNK,Banks (Regional),United States,United States,United States,Financials,40
"Capital City Bank Group, Inc. ",NasdaqGS,CCBG,Banks (Regional),United States,United States,United States,Financials,40
CapitalSouth Bancorp. ,OTCPK,CAPB,Banks (Regional),United States,United States,United States,Financials,40
"Capstar Financial Holdings, Inc. ",NasdaqGS,CSTR,Banks (Regional),United States,United States,United States,Financials,40
"Carter Bankshares, Inc. ",NasdaqGS,CARE,Banks (Regional),United States,United States,United States,Financials,40
Cashmere Valley Bank ,OTCPK,CSHX,Banks (Regional),United States,United States,United States,Financials,40
Cathay General Bancorp ,NasdaqGS,CATY,Banks (Regional),United States,United States,United States,Financials,40
"CB Financial Services, Inc. ",NasdaqGM,CBFV,Banks (Regional),United States,United States,United States,Financials,40
"CBB Bancorp, Inc. ",OTCPK,CBBI,Banks (Regional),United States,United States,United States,Financials,40
"CBOA Financial, Inc. ",OTCPK,CBOF,Banks (Regional),United States,United States,United States,Financials,40
"CBTX, Inc. ",NasdaqGS,CBTX,Banks (Regional),United States,United States,United States,Financials,40
CCCB Bancorp Inc. ,OTCPK,CCYY,Banks (Regional),United States,United States,United States,Financials,40
"CCFNB Bancorp, Inc. ",OTCPK,CCFN,Banks (Regional),United States,United States,United States,Financials,40
"Central Bancompany, Inc. ",OTCPK,CBCY.B,Banks (Regional),United States,United States,United States,Financials,40
Central Pacific Financial Corp. ,NYSE,CPF,Banks (Regional),United States,United States,United States,Financials,40
Central Valley Community Bancorp ,NasdaqCM,CVCY,Banks (Regional),United States,United States,United States,Financials,40
Centric Financial Corporation ,OTCPK,CFCX,Banks (Regional),United States,United States,United States,Financials,40
"Century Bancorp, Inc. ",NasdaqGS,CNBK.A,Banks (Regional),United States,United States,United States,Financials,40
Chemung Financial Corporation ,NasdaqGS,CHMG,Banks (Regional),United States,United States,United States,Financials,40
"Chesapeake Financial Shares, Inc. ",OTCPK,CPKF,Banks (Regional),United States,United States,United States,Financials,40
Chino Commercial Bancorp ,OTCPK,CCBC,Banks (Regional),United States,United States,United States,Financials,40
"ChoiceOne Financial Services, Inc. ",NasdaqCM,COFS,Banks (Regional),United States,United States,United States,Financials,40
CIT Group Inc. ,NYSE,CIT,Banks (Regional),United States,United States,United States,Financials,40
CITBA Financial Corporation ,OTCPK,CBAF,Banks (Regional),United States,United States,United States,Financials,40
Citizens & Northern Corporation ,NasdaqCM,CZNC,Banks (Regional),United States,United States,United States,Financials,40
Citizens Bancorp ,OTCPK,CZNB,Banks (Regional),United States,United States,United States,Financials,40
"Citizens Bancorp of Virginia, Inc. ",OTCPK,CZBT,Banks (Regional),United States,United States,United States,Financials,40
Citizens Bancshares Corporation ,OTCPK,CITZ,Banks (Regional),United States,United States,United States,Financials,40
Citizens Bancshares Corporation ,OTCPK,CZBS,Banks (Regional),United States,United States,United States,Financials,40
