Company Name,Exchange,Ticker,Industry Group,Country,Broad Group,Sub Group
"CCA Industries, Inc. ",OTCPK,CAWW,Household Products,United States,United States,United States
Central Garden & Pet Company ,NasdaqGS,CENT,Household Products,United States,United States,United States
"China Holdings, Inc. ",OTCPK,CHHL,Household Products,United States,United States,United States
"Church & Dwight Co., Inc. ",NYSE,CHD,Household Products,United States,United States,United States
Colgate-Palmolive Company ,NYSE,CL,Household Products,United States,United States,United States
"Conversion Labs, Inc. ",NasdaqCM,CVLB,Household Products,United States,United States,United States
Coty Inc. ,NYSE,COTY,Household Products,United States,United States,United States
"Creative Edge Nutrition, Inc. ",OTCPK,FITX,Household Products,United States,United States,United States
"CV Sciences, Inc. ",OTCPK,CVSI,Household Products,United States,United States,United States
Cyanotech Corporation ,NasdaqCM,CYAN,Household Products,United States,United States,United States
"Davi Luxury Brand Group, Inc. ",OTCPK,MDAV,Household Products,United States,United States,United States
"e.l.f. Beauty, Inc. ",NYSE,ELF,Household Products,United States,United States,United States
Edgewell Personal Care Company ,NYSE,EPC,Household Products,United States,United States,United States
"Ehouse Global, Inc. ",OTCPK,EHOS,Household Products,United States,United States,United States
Emerald Organic Products Inc. ,OTCPK,EMOR,Household Products,United States,United States,United States
"Empowered Products, Inc. ",OTCPK,EMPO,Household Products,United States,United States,United States
"Energizer Holdings, Inc. ",NYSE,ENR,Household Products,United States,United States,United States
"Entia Biosciences, Inc. ",OTCPK,ERGO,Household Products,United States,United States,United States
"EQ Energy Drink, Inc. ",OTCPK,EQLB,Household Products,United States,United States,United States
"FitLife Brands, Inc. ",OTCPK,FTLF,Household Products,United States,United States,United States
For The Earth Corp. ,OTCPK,FTEG,Household Products,United States,United States,United States
"Fuse Science, Inc. ",OTCPK,DROP,Household Products,United States,United States,United States
Genufood Energy Enzymes Corp. ,OTCPK,GFOO,Household Products,United States,United States,United States
Gilla Inc. ,OTCPK,GLLA,Household Products,United States,United States,United States
"GL Brands, Inc. ",OTCPK,GRLB,Household Products,United States,United States,United States
"Glucose Health, Inc. ",OTCPK,GLUC,Household Products,United States,United States,United States
Green Cures & Botanical Distribution Inc. ,OTCPK,GRCU,Household Products,United States,United States,United States
Grey Cloak Tech Inc. ,OTCPK,GRCK,Household Products,United States,United States,United States
"Greyson International, Inc. ",OTCPK,GYSN,Household Products,United States,United States,United States
"Groove Botanicals, Inc. ",OTCPK,GRVE,Household Products,United States,United States,United States
"Guardion Health Sciences, Inc. ",NasdaqCM,GHSI,Household Products,United States,United States,United States
"Han Tang Technology, Inc. ",OTCPK,HTTI,Household Products,United States,United States,United States
"Hemp Naturals, Inc. ",OTCPK,HPMM,Household Products,United States,United States,United States
"HempAmericana, Inc ",OTCPK,HMPQ,Household Products,United States,United States,United States
Herbalife Nutrition Ltd. ,NYSE,HLF,Household Products,United States,United States,United States
"Herborium Group, Inc. ",OTCPK,HBRM,Household Products,United States,United States,United States
